node_id	pr_value
663930	0.00017276961575367567
482708	9.437933018496048e-05
1034017	5.292539721334772e-05
663559	4.770044669739722e-05
357530	4.637957226912602e-05
1120567	4.500485776242928e-05
663605	4.393042418933154e-05
663682	3.648293372763639e-05
1108860	3.427115499102071e-05
664788	3.40866959370204e-05
